customer_id,card_id,card_type,credit_limit,credit_card_balance,minimum_payment_due,payment_due_date,last_credit_card_payment_date,rewards_points
1399,1399,mastercard,8410.37,372.91,18.65,2023-11-26,2023-10-24,3658
1400,1400,mastercard,9329.14,127.95,6.4,2023-05-22,2023-05-20,9908
1401,1401,amex,3496.15,283.46,14.17,2023-01-16,2023-11-08,5497
1402,1402,mastercard,6813.4,4570.96,228.55,2023-01-06,2023-03-18,5196
1403,1403,mastercard,4710.76,1163.92,58.2,2023-08-17,2023-04-30,3830
1404,1404,mastercard,3065.18,218.48,10.92,2023-06-02,2023-01-21,3191
1405,1405,visa,2729.1,3643.82,182.19,2023-05-01,2023-11-25,5901
1406,1406,mastercard,1882.32,3202.16,160.11,2023-02-16,2023-08-17,4314
1407,1407,amex,8635.84,3958.73,197.94,2023-12-25,2023-09-27,5270
1408,1408,mastercard,1102.87,2618.6,130.93,2023-06-28,2023-12-30,8626
1409,1409,visa,9952.39,885.74,44.29,2023-11-22,2023-01-22,4225
1410,1410,mastercard,9682.14,1453.02,72.65,2023-02-01,2023-01-06,9830
1411,1411,mastercard,5776.92,305.98,15.3,2023-06-22,2023-05-02,7439
1412,1412,mastercard,7685.04,3519.25,175.96,2023-07-03,2023-06-21,9750
1413,1413,mastercard,5124.81,3238.35,161.92,2023-04-15,2023-01-16,9370
1414,1414,amex,2975.94,3403.09,170.15,2023-02-22,2023-08-14,8774
1415,1415,amex,7651.56,4888.21,244.41,2023-10-22,2023-10-27,6607
1416,1416,amex,5035.55,301.03,15.05,2023-03-31,2023-10-12,138
1417,1417,mastercard,8795.24,325.39,16.27,2023-06-20,2023-01-21,6342
1418,1418,mastercard,8744.2,3691.94,184.6,2023-10-25,2023-03-07,7768
1419,1419,mastercard,9624.7,4863.81,243.19,2023-07-08,2023-03-13,3210
1420,1420,amex,7286.05,2713.58,135.68,2023-09-22,2023-10-19,4640
1421,1421,mastercard,5431.51,4063.47,203.17,2023-11-21,2023-05-11,9439
1422,1422,mastercard,6048.22,3046.94,152.35,2023-08-04,2023-08-29,360
1423,1423,amex,4229.37,4661.98,233.1,2023-04-05,2023-11-01,9252
1424,1424,mastercard,6934.78,998.1,49.9,2023-08-26,2023-02-10,3451
1425,1425,amex,1830.04,1810.53,90.53,2023-09-22,2023-08-17,4512
1426,1426,mastercard,9924.81,3063.76,153.19,2023-02-28,2023-04-02,1449
1427,1427,amex,1568.47,993.1,49.66,2023-08-07,2023-01-14,3768
1428,1428,amex,6423.64,4170.73,208.54,2023-06-14,2023-04-22,9606
1429,1429,mastercard,3615.81,3989.62,199.48,2023-04-04,2023-11-18,8263
1430,1430,mastercard,8399.56,3594.73,179.74,2023-11-04,2023-06-17,6343
1431,1431,mastercard,6669.19,3100.53,155.03,2023-07-11,2023-05-29,4185
1432,1432,visa,6466.42,1096.01,54.8,2023-02-20,2023-08-09,9114
1433,1433,amex,7737.0,4350.0,217.5,2023-04-01,2023-08-13,8147
1434,1434,amex,2062.77,2887.85,144.39,2023-02-25,2023-10-26,1767
1435,1435,amex,3805.52,1059.52,52.98,2023-05-31,2023-07-16,5954
1436,1436,amex,5552.99,3684.61,184.23,2023-12-01,2023-10-13,4283
1437,1437,visa,3879.72,158.37,7.92,2023-03-18,2023-10-25,7114
1438,1438,amex,1991.41,1090.13,54.51,2023-03-13,2023-01-24,4190
1439,1439,visa,3786.08,1134.21,56.71,2023-01-16,2023-07-28,870
1440,1440,amex,5125.61,1458.32,72.92,2023-03-28,2023-11-11,933
1441,1441,visa,2330.13,171.87,8.59,2023-07-08,2023-07-12,2065
1442,1442,amex,6956.48,4212.88,210.64,2023-01-26,2023-02-23,6802
1443,1443,visa,1653.72,486.76,24.34,2023-11-05,2023-11-11,534
1444,1444,amex,9024.45,4145.99,207.3,2023-01-30,2023-08-22,5337
1445,1445,visa,4265.91,901.34,45.07,2023-07-29,2023-12-01,519
1446,1446,visa,4230.25,4204.89,210.24,2023-01-18,2023-11-12,5070
1447,1447,mastercard,2888.49,145.46,7.27,2023-10-22,2023-02-07,5787
1448,1448,amex,5337.32,3922.4,196.12,2023-02-14,2023-07-12,3501
1449,1449,mastercard,8489.56,2664.0,133.2,2023-02-07,2023-01-11,5626
1450,1450,visa,6280.71,1081.48,54.07,2023-10-19,2023-09-01,6055
1451,1451,mastercard,8291.44,2032.45,101.62,2023-12-20,2023-07-02,1355
1452,1452,mastercard,9719.07,485.44,24.27,2023-08-07,2023-08-17,9858
1453,1453,visa,6627.48,686.25,34.31,2023-09-19,2023-05-11,3114
1454,1454,mastercard,2517.91,1835.43,91.77,2023-10-04,2023-05-19,2073
1455,1455,mastercard,3724.8,2062.13,103.11,2023-05-12,2023-11-12,5955
1456,1456,mastercard,6952.56,3880.05,194.0,2023-10-03,2023-05-18,6089
1457,1457,mastercard,8038.12,3781.48,189.07,2023-03-04,2023-05-20,8121
1458,1458,visa,6891.07,1200.57,60.03,2023-04-23,2023-10-23,1771
1459,1459,visa,6210.58,919.4,45.97,2023-12-09,2023-02-08,945
1460,1460,mastercard,9342.6,841.55,42.08,2023-08-22,2023-01-16,6776
1461,1461,amex,5468.9,2953.63,147.68,2023-04-21,2023-12-21,2420
1462,1462,amex,6999.91,2902.67,145.13,2023-02-18,2023-09-09,810
1463,1463,mastercard,3811.06,524.65,26.23,2023-12-15,2023-09-20,9075
1464,1464,visa,4499.61,1702.01,85.1,2023-08-17,2023-12-02,1307
1465,1465,mastercard,3109.9,4371.92,218.6,2023-06-05,2023-12-03,9038
1466,1466,visa,8202.27,4711.4,235.57,2023-11-05,2023-09-09,6034
1467,1467,amex,2792.29,4859.62,242.98,2023-09-19,2023-06-06,8771
1468,1468,mastercard,3091.24,3468.11,173.41,2023-01-30,2023-07-22,767
1469,1469,mastercard,1964.64,188.6,9.43,2023-06-15,2023-03-23,2164
1470,1470,visa,7611.33,2425.87,121.29,2023-08-12,2023-05-02,7744
1471,1471,visa,1683.35,1215.96,60.8,2023-03-17,2023-11-28,8995
1472,1472,amex,1536.65,4439.84,221.99,2023-01-28,2023-07-10,682
1473,1473,amex,6627.36,211.7,10.58,2023-09-11,2023-05-19,7658
1474,1474,mastercard,4379.57,564.75,28.24,2023-12-17,2023-05-07,6662
1475,1475,mastercard,9343.68,1431.15,71.56,2023-02-25,2023-10-11,6617
1476,1476,visa,8894.18,3504.29,175.21,2023-11-03,2023-04-29,856
1477,1477,amex,5470.88,4680.99,234.05,2023-09-23,2023-02-15,4845
1478,1478,amex,1738.53,1940.87,97.04,2023-05-18,2023-12-04,8221
1479,1479,mastercard,5953.18,1708.22,85.41,2023-03-07,2023-01-03,1956
1480,1480,amex,9949.11,3913.52,195.68,2023-07-04,2023-05-22,667
1481,1481,visa,6943.36,4491.04,224.55,2023-10-19,2023-06-16,9565
1482,1482,visa,8147.27,437.97,21.9,2023-02-14,2023-01-25,4734
1483,1483,visa,4632.06,4930.57,246.53,2023-10-14,2023-06-12,6636
1484,1484,amex,1669.94,2548.71,127.44,2023-09-09,2023-10-13,5961
1485,1485,mastercard,9458.3,4971.23,248.56,2023-04-06,2023-04-05,3662
1486,1486,mastercard,3966.94,63.6,3.18,2023-01-22,2023-05-02,8914
1487,1487,amex,2361.4,4454.9,222.74,2023-05-24,2023-08-19,3298
1488,1488,amex,2398.21,493.53,24.68,2023-06-22,2023-03-07,5726
1489,1489,visa,2225.03,3888.99,194.45,2023-04-18,2023-02-08,1547
1490,1490,amex,4866.26,1.45,0.07,2023-07-27,2023-10-11,6713
1491,1491,mastercard,8740.36,681.73,34.09,2023-09-01,2023-07-11,5735
1492,1492,mastercard,2325.22,804.77,40.24,2023-03-11,2023-08-19,1547
1493,1493,amex,7798.35,3035.88,151.79,2023-05-24,2023-05-11,1877
1494,1494,amex,1652.23,3469.73,173.49,2023-03-28,2023-03-25,1517
1495,1495,mastercard,2084.49,450.17,22.51,2023-05-10,2023-03-15,7082
1496,1496,amex,2046.11,2029.46,101.47,2023-01-29,2023-08-08,5186
1497,1497,visa,5647.73,3508.87,175.44,2023-02-13,2023-09-19,8434
1498,1498,mastercard,8916.81,4547.73,227.39,2023-10-08,2023-06-13,7075
1499,1499,mastercard,7697.34,947.73,47.39,2023-06-21,2023-03-28,4712
1500,1500,mastercard,8775.58,2123.74,106.19,2023-11-19,2023-01-20,2795
1501,1501,amex,8777.11,1140.12,57.01,2023-01-24,2023-09-01,4383
1502,1502,mastercard,2028.39,184.48,9.22,2023-10-25,2023-05-01,1670
1503,1503,mastercard,5960.03,2279.93,114.0,2023-01-13,2023-02-21,4175
1504,1504,amex,8100.28,2098.59,104.93,2023-04-17,2023-09-22,2994
1505,1505,mastercard,9546.47,4107.97,205.4,2023-01-12,2023-04-15,2487
1506,1506,mastercard,7157.24,4452.53,222.63,2023-01-27,2023-03-16,1450
1507,1507,amex,8708.76,1766.92,88.35,2023-11-29,2023-11-20,7538
1508,1508,amex,4346.06,3541.44,177.07,2023-08-29,2023-11-02,2188
1509,1509,mastercard,7353.12,2889.51,144.48,2023-06-19,2023-05-14,4140
1510,1510,visa,4333.63,3850.26,192.51,2023-08-05,2023-02-12,9927
1511,1511,mastercard,2753.18,731.59,36.58,2023-03-13,2023-11-08,9649
1512,1512,amex,1587.26,4064.95,203.25,2023-09-06,2023-01-17,5731
1513,1513,amex,8960.74,3013.58,150.68,2023-09-24,2023-10-15,3285
1514,1514,amex,1580.59,3837.31,191.87,2023-10-03,2023-09-24,7582
1515,1515,amex,9997.31,2099.99,105.0,2023-03-05,2023-08-23,3443
1516,1516,amex,5596.33,41.2,2.06,2023-09-06,2023-06-03,1845
1517,1517,amex,5534.43,4589.83,229.49,2023-03-22,2023-05-26,519
1518,1518,amex,1661.37,3642.37,182.12,2023-09-26,2023-01-30,2315
1519,1519,mastercard,1671.45,3453.78,172.69,2023-03-01,2023-07-11,3012
1520,1520,visa,7463.18,2366.36,118.32,2023-10-06,2023-12-29,2998
1521,1521,visa,4985.67,219.3,10.97,2023-08-20,2023-06-09,409
1522,1522,visa,2598.41,689.08,34.45,2023-04-24,2023-02-26,6539
1523,1523,amex,2822.67,2192.79,109.64,2023-05-06,2023-03-03,3464
1524,1524,visa,3085.52,3966.87,198.34,2023-06-12,2023-09-07,9465
1525,1525,amex,8293.51,4449.01,222.45,2023-10-27,2023-11-22,9344
1526,1526,mastercard,6504.65,2289.07,114.45,2023-05-02,2023-05-22,4238
1527,1527,mastercard,1650.33,4974.91,248.75,2023-10-11,2023-12-05,5922
1528,1528,amex,7215.74,4898.98,244.95,2023-01-10,2023-04-13,7
1529,1529,mastercard,5678.28,1818.33,90.92,2023-12-07,2023-10-29,9733
1530,1530,amex,6217.95,324.09,16.2,2023-08-23,2023-01-12,6902
1531,1531,amex,3719.77,2464.43,123.22,2023-07-11,2023-03-24,7144
1532,1532,amex,1160.7,4897.42,244.87,2023-09-09,2023-02-19,1651
1533,1533,mastercard,5578.6,1829.15,91.46,2023-05-12,2023-12-30,9639
1534,1534,visa,6356.16,1757.23,87.86,2023-12-28,2023-12-01,931
1535,1535,mastercard,6807.3,1520.03,76.0,2023-08-23,2023-03-14,6830
1536,1536,visa,4979.32,4750.24,237.51,2023-02-02,2023-01-08,2890
1537,1537,mastercard,6046.43,941.45,47.07,2023-07-21,2023-09-16,8108
1538,1538,amex,5895.77,2176.43,108.82,2023-03-01,2023-11-04,2291
1539,1539,visa,4326.35,1022.3,51.12,2023-01-26,2023-11-30,198
1540,1540,mastercard,8271.22,558.69,27.93,2023-12-15,2023-05-19,1406
1541,1541,mastercard,4898.8,2182.46,109.12,2023-11-30,2023-02-17,1347
1542,1542,visa,3135.62,4029.63,201.48,2023-06-01,2023-05-20,6895
1543,1543,mastercard,1080.51,38.75,1.94,2023-12-20,2023-09-02,355
1544,1544,amex,3585.08,2425.22,121.26,2023-02-24,2023-11-03,5318
1545,1545,mastercard,1931.02,2529.61,126.48,2023-09-10,2023-01-04,8997
1546,1546,amex,5510.54,379.97,19.0,2023-02-11,2023-04-24,5467
1547,1547,visa,4433.08,4891.67,244.58,2023-12-15,2023-05-25,4879
1548,1548,visa,3259.39,989.13,49.46,2023-12-20,2023-10-12,6935
1549,1549,amex,2163.29,4533.11,226.66,2023-06-29,2023-04-20,7728
1550,1550,visa,8250.99,1146.52,57.33,2023-12-28,2023-03-03,345
1551,1551,visa,9863.35,2623.13,131.16,2023-11-15,2023-05-08,5397
1552,1552,mastercard,8753.42,4001.12,200.06,2023-03-13,2023-03-20,8107
1553,1553,mastercard,8081.03,4748.95,237.45,2023-04-05,2023-05-20,8402
1554,1554,amex,5780.81,2007.43,100.37,2023-11-08,2023-02-17,1840
1555,1555,visa,8520.0,350.49,17.52,2023-10-18,2023-12-17,9013
1556,1556,mastercard,5807.16,114.94,5.75,2023-01-26,2023-06-15,3135
1557,1557,amex,3898.2,4369.02,218.45,2023-05-08,2023-05-01,3629
1558,1558,visa,3035.52,2393.56,119.68,2023-06-09,2023-09-01,1024
1559,1559,mastercard,2943.19,749.74,37.49,2023-04-26,2023-08-03,8909
1560,1560,amex,5105.32,2320.7,116.04,2023-12-10,2023-07-24,4204
1561,1561,mastercard,6745.23,1112.2,55.61,2023-10-01,2023-04-24,7927
1562,1562,amex,2368.34,3497.3,174.86,2023-07-25,2023-06-27,4212
1563,1563,visa,1109.47,2037.0,101.85,2023-05-27,2023-09-25,6524
1564,1564,amex,1205.11,3640.69,182.03,2023-04-08,2023-08-03,8777
1565,1565,mastercard,3774.35,3825.02,191.25,2023-08-01,2023-10-09,7554
1566,1566,amex,7486.32,1871.08,93.55,2023-02-22,2023-12-17,3645
1567,1567,visa,1034.16,3316.01,165.8,2023-11-11,2023-08-07,1947
1568,1568,visa,5206.02,3868.75,193.44,2023-09-04,2023-04-23,5289
1569,1569,amex,3676.52,255.21,12.76,2023-04-15,2023-12-16,4889
1570,1570,mastercard,9225.5,965.61,48.28,2023-08-29,2023-03-06,6421
1571,1571,visa,9628.58,4911.46,245.57,2023-01-11,2023-01-03,30
1572,1572,amex,4588.6,36.03,1.8,2023-02-04,2023-05-16,1695
1573,1573,amex,9795.53,1564.66,78.23,2023-04-10,2023-09-11,8686
1574,1574,amex,9739.49,3910.94,195.55,2023-06-14,2023-03-31,2844
1575,1575,mastercard,6184.77,1581.54,79.08,2023-12-09,2023-06-07,2804
1576,1576,amex,4468.91,4097.12,204.86,2023-11-29,2023-10-26,3517
1577,1577,amex,1950.3,661.55,33.08,2023-08-21,2023-01-17,5208
1578,1578,mastercard,5982.28,4383.95,219.2,2023-02-25,2023-07-18,4777
1579,1579,amex,8513.86,2363.54,118.18,2023-09-22,2023-07-13,6839
1580,1580,visa,4562.82,184.46,9.22,2023-05-15,2023-09-05,6180
1581,1581,amex,5547.78,3116.53,155.83,2023-07-17,2023-05-14,2395
1582,1582,amex,4585.07,1386.29,69.31,2023-09-20,2023-08-19,4255
1583,1583,mastercard,7332.54,3502.11,175.11,2023-01-11,2023-11-18,4258
1584,1584,amex,5957.63,4513.67,225.68,2023-11-29,2023-05-10,3978
1585,1585,amex,5625.89,418.24,20.91,2023-12-17,2023-05-04,1670
1586,1586,visa,2959.5,1221.34,61.07,2023-07-12,2023-08-09,3446
1587,1587,amex,6337.76,1955.57,97.78,2023-04-04,2023-04-23,631
1588,1588,visa,5452.33,4799.52,239.98,2023-11-21,2023-09-20,8443
1589,1589,mastercard,7319.45,2027.72,101.39,2023-05-29,2023-06-24,9609
1590,1590,visa,6690.68,566.4,28.32,2023-08-04,2023-01-30,69
1591,1591,visa,3644.65,1488.21,74.41,2023-04-11,2023-02-04,7098
1592,1592,amex,6668.94,96.59,4.83,2023-02-06,2023-11-11,646
1593,1593,mastercard,7876.05,955.93,47.8,2023-09-02,2023-09-30,4395
1594,1594,visa,6859.76,3048.6,152.43,2023-11-14,2023-11-05,9105
1595,1595,visa,5497.24,843.9,42.2,2023-06-09,2023-11-15,8780
1596,1596,visa,6948.76,4585.82,229.29,2023-02-09,2023-05-05,7052
1597,1597,amex,5258.61,3566.45,178.32,2023-03-29,2023-06-25,7949
1598,1598,amex,4053.66,3441.12,172.06,2023-08-19,2023-03-03,2937
1599,1599,amex,6594.95,2236.14,111.81,2023-01-07,2023-04-09,5519
1600,1600,visa,1171.23,3901.68,195.08,2023-11-25,2023-09-20,3261
1601,1601,mastercard,1835.76,937.23,46.86,2023-04-03,2023-04-25,4028
1602,1602,amex,2648.41,2217.03,110.85,2023-03-27,2023-08-19,93
1603,1603,mastercard,9811.23,4969.11,248.46,2023-11-29,2023-07-02,2572
1604,1604,amex,3579.05,1433.78,71.69,2023-08-25,2023-08-17,3888
1605,1605,visa,5501.21,2025.69,101.28,2023-11-14,2023-06-15,9213
1606,1606,amex,6128.21,1101.68,55.08,2023-11-01,2023-12-12,3346
1607,1607,visa,1116.25,379.17,18.96,2023-12-19,2023-11-21,3143
1608,1608,mastercard,1689.9,2017.52,100.88,2023-01-05,2023-09-02,464
1609,1609,amex,2403.54,726.32,36.32,2023-07-20,2023-02-08,4899
1610,1610,amex,2960.83,2558.2,127.91,2023-08-06,2023-11-30,9607
1611,1611,amex,1654.36,3763.47,188.17,2023-11-27,2023-06-06,2205
1612,1612,mastercard,6854.38,4240.67,212.03,2023-08-06,2023-04-19,3077
1613,1613,visa,2076.38,840.09,42.0,2023-11-13,2023-12-25,4330
1614,1614,mastercard,9055.25,4508.18,225.41,2023-03-17,2023-08-18,1005
1615,1615,amex,5528.62,1797.4,89.87,2023-08-15,2023-07-26,5122
1616,1616,mastercard,2682.68,2239.43,111.97,2023-04-15,2023-03-01,9367
1617,1617,mastercard,3082.47,2912.4,145.62,2023-08-20,2023-09-09,6935
1618,1618,mastercard,6820.91,745.13,37.26,2023-04-28,2023-07-13,523
1619,1619,visa,2016.03,4208.14,210.41,2023-01-16,2023-01-04,5667
1620,1620,amex,1403.05,3946.64,197.33,2023-10-06,2023-01-20,4562
1621,1621,visa,8195.49,2364.59,118.23,2023-03-22,2023-12-24,1071
1622,1622,amex,5428.53,1587.95,79.4,2023-10-31,2023-07-29,4594
1623,1623,amex,8649.48,2484.76,124.24,2023-11-24,2023-08-22,5631
1624,1624,mastercard,9553.97,3271.69,163.58,2023-04-15,2023-07-17,6948
1625,1625,mastercard,5088.43,3501.67,175.08,2023-08-30,2023-02-24,9023
1626,1626,visa,3730.97,2188.47,109.42,2023-08-01,2023-02-15,4482
1627,1627,visa,4332.2,132.76,6.64,2023-10-11,2023-02-16,9544
1628,1628,mastercard,9039.05,3565.13,178.26,2023-02-06,2023-03-27,4333
1629,1629,visa,9986.2,1599.05,79.95,2023-10-10,2023-03-17,421
1630,1630,mastercard,4431.48,4394.16,219.71,2023-11-07,2023-11-22,9877
1631,1631,visa,9680.91,2108.29,105.41,2023-02-15,2023-07-29,724
1632,1632,visa,5548.6,3978.65,198.93,2023-03-12,2023-10-15,2830
1633,1633,visa,1329.84,1836.02,91.8,2023-02-08,2023-12-12,111
1634,1634,visa,2823.16,1854.21,92.71,2023-07-14,2023-08-29,6218
1635,1635,mastercard,4485.21,3812.82,190.64,2023-05-07,2023-06-19,9306
1636,1636,visa,4187.14,2697.61,134.88,2023-06-26,2023-12-17,9340
1637,1637,visa,8317.87,1281.72,64.09,2023-06-18,2023-10-28,2337
1638,1638,visa,8086.81,4197.47,209.87,2023-06-24,2023-05-20,9949
1639,1639,visa,2136.4,3149.65,157.48,2023-12-08,2023-08-30,5046
1640,1640,visa,1511.96,3172.25,158.61,2023-09-17,2023-08-26,523
1641,1641,mastercard,7388.64,3918.93,195.95,2023-03-02,2023-05-18,7779
1642,1642,amex,4830.52,3152.47,157.62,2023-02-07,2023-05-24,1941
1643,1643,mastercard,2545.15,1290.63,64.53,2023-07-05,2023-02-14,3406
1644,1644,visa,1777.58,51.64,2.58,2023-11-29,2023-06-18,9055
1645,1645,amex,2927.08,3943.33,197.17,2023-07-16,2023-10-27,6590
1646,1646,mastercard,9624.49,4786.85,239.34,2023-12-16,2023-11-23,8618
1647,1647,visa,1783.44,3597.05,179.85,2023-07-28,2023-07-05,1373
1648,1648,visa,5956.82,4130.71,206.54,2023-03-24,2023-07-02,5974
1649,1649,mastercard,1235.68,4318.9,215.94,2023-09-24,2023-08-01,1551
1650,1650,amex,9130.46,1264.63,63.23,2023-12-07,2023-10-08,6438
1651,1651,mastercard,5607.76,1784.36,89.22,2023-03-28,2023-09-25,1291
1652,1652,visa,9436.71,3669.93,183.5,2023-06-03,2023-12-01,4205
1653,1653,amex,3922.0,2197.26,109.86,2023-08-02,2023-11-16,2528
1654,1654,amex,4646.98,3184.32,159.22,2023-03-02,2023-07-10,5043
1655,1655,amex,7746.04,1345.98,67.3,2023-09-09,2023-01-15,7345
1656,1656,mastercard,9477.46,3574.54,178.73,2023-01-09,2023-03-10,1373
1657,1657,mastercard,2260.39,2970.73,148.54,2023-12-19,2023-07-28,6072
1658,1658,amex,4579.98,4788.16,239.41,2023-02-06,2023-12-21,8593
1659,1659,visa,9735.27,4617.51,230.88,2023-06-03,2023-06-06,7074
1660,1660,amex,3932.67,2806.28,140.31,2023-02-27,2023-09-05,6025
1661,1661,visa,9432.45,1258.41,62.92,2023-03-20,2023-03-16,6257
1662,1662,mastercard,6581.41,1945.51,97.28,2023-03-25,2023-12-29,657
1663,1663,mastercard,5326.62,3691.06,184.55,2023-06-08,2023-05-09,8832
1664,1664,visa,3987.89,2108.03,105.4,2023-11-06,2023-07-23,428
1665,1665,visa,5581.97,4111.31,205.57,2023-03-05,2023-10-29,770
1666,1666,mastercard,6884.15,1193.68,59.68,2023-08-08,2023-07-11,2860
1667,1667,mastercard,7395.69,3856.0,192.8,2023-09-08,2023-11-08,6725
1668,1668,mastercard,1686.76,3924.56,196.23,2023-06-20,2023-03-15,7641
1669,1669,mastercard,6763.0,921.27,46.06,2023-01-01,2023-05-25,8853
1670,1670,visa,9031.81,441.66,22.08,2023-11-27,2023-07-26,5587
1671,1671,visa,4842.04,3006.95,150.35,2023-02-10,2023-09-12,8796
1672,1672,mastercard,3254.51,3873.17,193.66,2023-02-18,2023-04-24,346
1673,1673,visa,7293.49,4688.47,234.42,2023-07-15,2023-07-19,5078
1674,1674,mastercard,2023.99,3412.46,170.62,2023-09-13,2023-10-05,7946
1675,1675,amex,9394.81,3415.77,170.79,2023-02-27,2023-05-15,2832
1676,1676,visa,5617.3,2168.17,108.41,2023-08-08,2023-03-14,4715
1677,1677,mastercard,6954.96,1584.33,79.22,2023-01-28,2023-09-16,7204
1678,1678,amex,4172.4,2112.11,105.61,2023-04-02,2023-07-03,6644
1679,1679,visa,4870.97,3483.71,174.19,2023-02-25,2023-07-11,6885
1680,1680,visa,6192.75,4918.21,245.91,2023-01-19,2023-09-22,6609
1681,1681,amex,9884.77,3427.38,171.37,2023-10-08,2023-03-16,483
1682,1682,amex,7321.29,2897.13,144.86,2023-02-12,2023-02-19,9098
1683,1683,mastercard,9413.54,2058.55,102.93,2023-03-03,2023-03-12,5463
1684,1684,mastercard,9597.89,1939.48,96.97,2023-07-10,2023-11-09,9549
1685,1685,amex,8028.35,2161.05,108.05,2023-10-02,2023-01-08,4735
1686,1686,amex,1370.48,2466.41,123.32,2023-11-07,2023-11-05,4642
1687,1687,mastercard,3432.91,2164.2,108.21,2023-12-05,2023-03-16,3537
1688,1688,amex,8260.99,4372.66,218.63,2023-12-12,2023-04-23,7002
1689,1689,visa,1122.93,87.1,4.35,2023-01-15,2023-06-26,2866
1690,1690,amex,5369.41,2813.48,140.67,2023-01-19,2023-06-01,4356
1691,1691,amex,7896.33,4220.77,211.04,2023-09-24,2023-03-19,5403
1692,1692,amex,9378.39,2179.52,108.98,2023-01-11,2023-09-20,8579
1693,1693,mastercard,4969.41,4353.56,217.68,2023-08-18,2023-10-23,672
1694,1694,visa,8463.05,2992.02,149.6,2023-08-23,2023-06-28,3418
1695,1695,visa,5108.75,1385.87,69.29,2023-11-14,2023-06-11,8313
1696,1696,amex,2283.22,1081.78,54.09,2023-12-18,2023-11-26,7318
1697,1697,mastercard,5112.52,220.38,11.02,2023-11-24,2023-12-23,7348
1698,1698,mastercard,4976.52,3518.41,175.92,2023-06-28,2023-06-30,2750
1699,1699,amex,5721.99,3253.99,162.7,2023-08-30,2023-03-08,259
1700,1700,amex,9374.45,3914.5,195.73,2023-09-15,2023-06-10,932
1701,1701,mastercard,6563.66,4778.83,238.94,2023-02-28,2023-12-24,2933
1702,1702,mastercard,1809.92,1643.1,82.16,2023-11-28,2023-12-02,4980
1703,1703,visa,4876.57,1211.93,60.6,2023-04-03,2023-09-03,2652
1704,1704,amex,5101.69,1387.4,69.37,2023-03-20,2023-08-30,9600
1705,1705,mastercard,8434.23,2775.37,138.77,2023-02-21,2023-12-26,5993
1706,1706,mastercard,5653.81,2326.99,116.35,2023-10-12,2023-11-18,2179
1707,1707,visa,4890.94,447.71,22.39,2023-06-18,2023-04-16,8081
1708,1708,visa,2209.82,1096.81,54.84,2023-02-18,2023-11-06,1030
1709,1709,amex,8018.74,2777.8,138.89,2023-06-10,2023-09-10,6912
1710,1710,visa,7943.63,4872.86,243.64,2023-04-27,2023-11-17,7926
1711,1711,amex,2803.21,3819.45,190.97,2023-01-14,2023-07-16,2137
1712,1712,visa,6946.57,4914.85,245.74,2023-02-02,2023-10-23,691
1713,1713,amex,1754.59,3605.25,180.26,2023-01-15,2023-12-02,837
1714,1714,amex,6201.12,4936.57,246.83,2023-01-23,2023-04-20,5092
1715,1715,amex,5886.27,1248.32,62.42,2023-11-12,2023-05-18,3098
1716,1716,mastercard,2124.88,4576.76,228.84,2023-07-30,2023-01-14,1466
1717,1717,amex,6963.71,3342.99,167.15,2023-09-19,2023-05-05,5220
1718,1718,mastercard,1781.91,2990.17,149.51,2023-10-10,2023-02-20,437
1719,1719,visa,8317.71,3507.88,175.39,2023-05-20,2023-08-07,8606
1720,1720,mastercard,2367.54,2846.06,142.3,2023-04-01,2023-10-08,3575
1721,1721,mastercard,4839.0,1801.69,90.08,2023-10-26,2023-05-02,2803
1722,1722,mastercard,8657.93,4067.78,203.39,2023-02-24,2023-01-22,2899
1723,1723,visa,1582.53,1857.6,92.88,2023-10-08,2023-02-05,8423
1724,1724,amex,8209.57,2153.15,107.66,2023-10-28,2023-10-10,3395
1725,1725,amex,7726.06,3943.33,197.17,2023-12-06,2023-08-26,9100
1726,1726,visa,3625.75,4870.25,243.51,2023-03-06,2023-01-21,163
1727,1727,amex,9061.04,1569.79,78.49,2023-04-04,2023-05-14,3372
1728,1728,amex,9234.2,4898.59,244.93,2023-07-21,2023-11-04,2708
1729,1729,amex,7584.23,4440.0,222.0,2023-09-21,2023-12-13,2545
1730,1730,amex,8442.61,990.49,49.52,2023-05-18,2023-12-02,6764
1731,1731,visa,2305.07,802.87,40.14,2023-09-11,2023-05-16,8693
1732,1732,amex,4980.24,4092.89,204.64,2023-03-05,2023-03-03,9970
1733,1733,amex,9728.97,332.61,16.63,2023-12-15,2023-08-11,7918
1734,1734,mastercard,1861.58,4922.46,246.12,2023-09-22,2023-04-25,7245
1735,1735,mastercard,4744.58,1026.27,51.31,2023-08-25,2023-07-27,764
1736,1736,amex,9658.28,118.25,5.91,2023-12-06,2023-02-04,702
1737,1737,mastercard,6274.39,3323.8,166.19,2023-04-21,2023-10-09,8572
1738,1738,amex,1259.8,2848.34,142.42,2023-08-05,2023-03-15,1440
1739,1739,amex,8669.89,4556.12,227.81,2023-03-26,2023-11-24,7455
1740,1740,mastercard,3905.83,687.2,34.36,2023-04-15,2023-11-16,3786
1741,1741,amex,1323.48,928.24,46.41,2023-07-24,2023-12-31,719
1742,1742,mastercard,8478.42,3651.55,182.58,2023-10-04,2023-09-11,6006
1743,1743,visa,7710.75,1954.68,97.73,2023-03-18,2023-08-04,117
