customer_id,card_id,card_type,credit_limit,credit_card_balance,minimum_payment_due,payment_due_date,last_credit_card_payment_date,rewards_points
1076,1076,AMEX,6037.1,2516.75,125.84,3/24/2023,4/11/2023,7199
1077,1077,Visa,6891.81,2053.7,102.68,2/10/2023,7/26/2023,1875
1078,1078,Visa,9777.88,1936.39,96.82,8/28/2023,8/19/2023,6718
1079,1079,AMEX,8409.74,2281.83,114.09,8/14/2023,10/27/2023,1065
1080,1080,MasterCard,2919.65,1211.95,60.6,11/5/2023,12/6/2023,9571
1081,1081,MasterCard,5201.39,739.4,36.97,10/26/2023,5/7/2023,4601
1082,1082,AMEX,7718.32,2181.63,109.08,2/6/2023,11/6/2023,1394
1083,1083,Visa,8633.33,3382.33,169.12,1/31/2023,11/30/2023,1079
1084,1084,Visa,1760.87,1782.18,89.11,5/28/2023,7/14/2023,5130
1085,1085,AMEX,7244.84,539.95,27.0,3/12/2023,12/1/2023,7752
1086,1086,AMEX,2375.89,2619.81,130.99,4/18/2023,12/30/2023,1153
1087,1087,Visa,1953.81,2620.36,131.02,2/20/2023,9/13/2023,1277
1088,1088,AMEX,8591.74,844.57,42.23,2/7/2023,6/26/2023,4762
1089,1089,AMEX,8079.54,1715.46,85.77,11/27/2023,3/11/2023,4725
1090,1090,AMEX,7719.32,3946.56,197.33,8/25/2023,5/17/2023,6213
1091,1234-5678-9012-1091,AMEX,1217.79,160.8,8.04,6/21/2023,6/20/2023,2176
1092,1092,Visa,3311.74,475.26,23.76,2/19/2023,8/25/2023,4411
1093,1093,Visa,4879.99,3503.37,175.17,12/13/2023,12/24/2023,8037
1094,1094,Visa,8920.41,2862.4,143.12,5/16/2023,7/11/2023,1458
1095,1095,MasterCard,5708.52,2894.09,144.7,11/6/2023,8/25/2023,8978
1096,1096,Visa,5487.75,2288.44,114.42,10/23/2023,4/5/2023,1664
1097,1097,VISA,1041.54,429.49,21.47,2/16/2023,9/10/2023,301
1098,1098,VISA,8467.8,264.52,13.23,1/4/2023,10/20/2023,4982
1099,1099,MasterCard,6265.88,1620.81,81.04,7/27/2023,10/9/2023,1920
1100,1100,MasterCard,4342.23,283.28,14.16,10/31/2023,3/27/2023,2430
1101,1101,AMEX,2444.6,2826.37,141.32,11/22/2023,2/5/2023,5115
1102,1102,AMEX,4773.96,3395.14,169.76,4/22/2023,2/15/2023,7056
1103,1103,MasterCard,3148.49,3091.38,154.57,3/13/2023,11/16/2023,4104
1104,1104,MasterCard,5051.75,3646.69,182.33,4/11/2023,7/21/2023,2570
1105,1105,MasterCard,3758.48,4760.38,238.02,7/28/2023,9/13/2023,8985
1106,1106,MasterCard,1395.76,4837.23,241.86,1/29/2023,4/23/2023,9352
1107,1107,VISA,9931.99,1427.41,71.37,7/10/2023,1/10/2023,9653
1108,1108,Visa,5030.44,1458.1,72.9,3/11/2023,9/6/2023,7364
1109,1234-5678-9012-1109,MasterCard,8321.98,3716.89,185.84,4/3/2023,1/31/2023,9572
1110,1110,VISA,2045.13,4950.04,247.5,2/6/2023,3/23/2023,5537
1111,1111,MasterCard,6478.81,2064.34,103.22,9/3/2023,11/10/2023,4608
1112,1112,MasterCard,5724.37,926.52,46.33,5/23/2023,10/11/2023,3857
1113,1113,VISA,9582.46,3643.88,182.19,5/11/2023,9/13/2023,6082
1114,1114,Visa,8232.48,1926.47,96.32,3/16/2023,7/30/2023,6392
1115,1115,MasterCard,4719.5,400.09,20.0,3/2/2023,7/4/2023,666
1116,1116,Visa,8148.72,3743.25,187.16,10/20/2023,3/18/2023,3462
1117,1117,MasterCard,4672.3,2040.67,102.03,11/12/2023,2/5/2023,5246
1118,1118,Visa,7847.36,2956.73,147.84,5/22/2023,3/4/2023,9385
1119,1119,Visa,3623.18,3459.54,172.98,9/3/2023,3/11/2023,490
1120,1120,Visa,4356.5,4104.34,205.22,1/20/2023,5/21/2023,7967
1121,1121,AMEX,6450.98,3107.17,155.36,11/2/2023,4/25/2023,3908
1122,1122,MasterCard,5867.94,4679.57,233.98,9/30/2023,7/2/2023,6785
1123,1123,Visa,4559.31,2423.96,121.2,4/7/2023,2/19/2023,3042
1124,1124,MasterCard,9438.67,2651.5,132.58,7/2/2023,12/6/2023,6890
1125,1125,MasterCard,5536.37,1520.49,76.02,6/12/2023,2/21/2023,9553
1126,1126,AMEX,7491.26,659.49,32.97,2/9/2023,10/30/2023,6546
1127,1127,AMEX,4752.62,3142.62,157.13,5/20/2023,12/9/2023,1092
1128,1128,AMEX,7509.53,1462.96,73.15,6/11/2023,4/16/2023,8391
1129,1129,Visa,8131.42,3570.85,178.54,5/6/2023,3/19/2023,9393
1130,1130,VISA,5923.87,3103.32,155.17,8/22/2023,10/31/2023,6692
1131,1131,Visa,1294.28,1406.59,70.33,10/26/2023,7/15/2023,6425
1132,1234-5678-9012-1132,MasterCard,5537.8,2786.99,139.35,9/5/2023,11/30/2023,395
1133,1133,MasterCard,9090.03,4941.75,247.09,12/10/2023,4/15/2023,8627
1134,1134,AMEX,1754.74,4411.68,220.58,1/31/2023,9/9/2023,585
1135,1135,MasterCard,6257.87,2084.02,104.2,6/28/2023,2/11/2023,5658
1136,1136,Visa,1307.85,3437.03,171.85,11/18/2023,8/8/2023,3940
1137,1137,Visa,5385.16,916.51,45.83,4/30/2023,1/31/2023,5248
1138,1138,AMEX,7227.1,50.73,2.54,6/28/2023,11/22/2023,5907
1139,1139,AMEX,4424.61,4197.65,209.88,9/21/2023,8/25/2023,6161
1140,1140,AMEX,2025.46,2070.77,103.54,5/7/2023,1/7/2023,238
1141,1141,AMEX,9526.63,907.54,45.38,1/5/2023,10/25/2023,5253
1142,1142,AMEX,9397.82,1576.49,78.82,12/29/2023,5/20/2023,951
1143,1143,MasterCard,8157.04,4613.1,230.66,2/15/2023,5/22/2023,3932
1144,1144,AMEX,2869.12,4461.94,223.1,11/23/2023,10/24/2023,2536
1145,1145,MasterCard,7955.9,3254.65,162.73,12/12/2023,2/12/2023,4206
1146,1146,AMEX,4014.21,460.28,23.01,6/16/2023,10/13/2023,754
1147,1147,MasterCard,6481.67,3589.95,179.5,2/11/2023,1/9/2023,836
1148,1148,AMEX,5025.38,4450.66,222.53,3/26/2023,11/30/2023,5748
1149,1149,MasterCard,3253.75,4594.89,229.74,10/3/2023,1/25/2023,2489
1150,1150,AMEX,6877.55,1931.92,96.6,7/9/2023,5/11/2023,1543
1151,1151,AMEX,7471.62,846.92,42.35,3/11/2023,2/6/2023,7034
1152,1152,Visa,5754.91,4804.57,240.23,1/16/2023,3/15/2023,704
1153,1153,Visa,2458.29,4052.19,202.61,2/4/2023,11/26/2023,5093
1154,1154,MasterCard,5450.79,2163.5,108.18,10/29/2023,7/7/2023,1544
1155,1155,MasterCard,7921.05,3160.38,158.02,3/6/2023,8/24/2023,2275
1156,1156,AMEX,8618.53,1987.64,99.38,6/2/2023,5/28/2023,8791
1157,1157,AMEX,1242.56,2286.23,114.31,4/13/2023,9/11/2023,5201
1158,1158,AMEX,2679.47,1638.97,81.95,1/3/2023,7/27/2023,6631
1159,1159,AMEX,9370.63,278.13,13.91,9/16/2023,3/10/2023,8435
1160,1160,Visa,8035.34,4985.57,249.28,11/21/2023,7/24/2023,6858
1161,1161,AMEX,7466.56,1197.72,59.89,1/18/2023,3/13/2023,2589
1162,1162,Visa,2241.51,1450.45,72.52,6/15/2023,4/3/2023,5597
1163,1163,MasterCard,1039.24,1624.73,81.24,7/7/2023,10/15/2023,5680
1164,1164,MasterCard,6299.1,1221.4,61.07,5/28/2023,4/18/2023,7527
1165,1165,Visa,8794.37,1629.02,81.45,7/27/2023,6/1/2023,3428
1166,1166,MasterCard,1641.27,2833.25,141.66,12/18/2023,7/30/2023,7315
1167,1167,AMEX,1624.41,395.65,19.78,1/13/2023,1/25/2023,9095
1168,1168,MasterCard,9986.98,357.68,17.88,3/15/2023,8/4/2023,4330
1169,1169,MasterCard,3127.45,2310.24,115.51,3/8/2023,9/13/2023,1918
1170,1170,Visa,6987.54,3483.12,174.16,3/18/2023,1/20/2023,6326
1171,1171,MasterCard,6020.38,1086.74,54.34,8/16/2023,11/5/2023,1800
1172,1172,AMEX,4730.75,2600.86,130.04,4/17/2023,4/23/2023,4888
1173,1173,AMEX,8226.33,2202.35,110.12,7/16/2023,9/13/2023,3112
1174,1174,Visa,3140.76,2261.2,113.06,8/22/2023,4/13/2023,515
1175,1175,Visa,3518.74,3507.98,175.4,1/13/2023,1/21/2023,5736
1176,1176,AMEX,3397.48,2985.65,149.28,1/23/2023,10/12/2023,2198
1177,1177,MasterCard,5924.46,2347.98,117.4,2/20/2023,7/20/2023,8344
1178,1178,MasterCard,6904.46,1351.78,67.59,6/20/2023,11/14/2023,717
1179,1179,Visa,1833.88,2926.31,146.32,4/25/2023,3/13/2023,3110
1180,1180,AMEX,2320.16,686.91,34.35,5/19/2023,6/11/2023,532
1181,1181,AMEX,2063.96,2079.59,103.98,4/28/2023,10/30/2023,3421
1182,1182,AMEX,6862.46,673.7,33.68,3/31/2023,2/11/2023,1113
1183,1183,AMEX,6628.82,1590.72,79.54,12/18/2023,4/8/2023,7156
1184,1184,MasterCard,8471.29,3183.75,159.19,7/21/2023,1/9/2023,1647
1185,1185,MasterCard,3578.59,3933.87,196.69,1/21/2023,12/1/2023,6565
1186,1186,Visa,7593.35,1177.98,58.9,10/17/2023,7/27/2023,2007
1187,1187,Visa,3566.55,3209.15,160.46,3/22/2023,12/16/2023,6000
1188,1188,Visa,7765.08,1366.82,68.34,12/15/2023,8/17/2023,2955
1189,1234-5678-9012-1189,mastercard,6471.83,2077.41,103.87,1/2/2023,1/7/2023,8546
1190,1190,Visa,4725.56,4571.72,228.59,1/19/2023,7/14/2023,6130
1191,1234-5678-9012-1191,Visa,6715.75,505.68,25.28,10/9/2023,8/12/2023,4810
1192,1234-5678-9012-1192,MasterCard,8607.87,4919.67,245.98,12/27/2023,8/30/2023,3332
1193,1193,AMEX,2997.32,3212.02,160.6,11/28/2023,8/25/2023,2605
1194,1194,Visa,6535.02,3044.75,152.24,12/17/2023,4/14/2023,929
1195,1195,Visa,9939.97,1072.49,53.62,8/16/2023,9/3/2023,1356
1196,1196,AMEX,8176.69,972.94,48.65,9/20/2023,12/21/2023,9349
1197,1197,Visa,3694.05,4614.54,230.73,12/31/2023,9/7/2023,3692
1198,1198,MasterCard,8060.96,801.34,40.07,9/30/2023,7/3/2023,7395
1199,1199,mastercard,5453.8,858.57,42.93,4/12/2023,2/6/2023,5886
1200,1200,MasterCard,8027.33,3501.52,175.08,9/16/2023,3/11/2023,7702
1201,1201,MasterCard,1879.6,3522.1,176.1,8/28/2023,7/2/2023,5507
1202,1202,AMEX,8697.97,1991.91,99.6,7/8/2023,4/29/2023,2945
1203,1203,AMEX,9949.88,4537.7,226.88,11/3/2023,5/18/2023,3624
1204,1204,AMEX,4975.96,4596.13,229.81,7/8/2023,8/19/2023,9068
1205,1205,Visa,5612.72,4206.87,210.34,8/19/2023,10/24/2023,281
1206,1206,AMEX,2683.82,80.3,4.01,6/13/2023,6/28/2023,28
1207,1207,MasterCard,7152.06,1510.65,75.53,1/8/2023,1/5/2023,4504
1208,1208,Visa,1697.83,1451.73,72.59,3/18/2023,6/14/2023,7809
1209,1209,MasterCard,6099.64,328.04,16.4,3/31/2023,2/26/2023,8738
1210,1210,MasterCard,4766.05,4465.41,223.27,6/28/2023,9/5/2023,2522
1211,1211,AMEX,2799.75,4962.99,248.15,1/7/2023,8/18/2023,1619
1212,1212,MasterCard,8424.72,716.78,35.84,3/20/2023,1/29/2023,6398
1213,1213,MasterCard,7760.04,1426.37,71.32,6/17/2023,2/25/2023,6767
1214,1214,mastercard,3697.3,133.57,6.68,1/5/2023,7/21/2023,6462
1215,1215,MasterCard,4476.41,577.21,28.86,4/23/2023,12/19/2023,9318
1216,1216,Visa,3273.29,2497.7,124.88,12/14/2023,10/14/2023,6250
1217,1217,MasterCard,2888.2,1839.57,91.98,11/30/2023,8/27/2023,3351
1218,1218,MasterCard,2992.42,2118.66,105.93,9/26/2023,4/6/2023,124
1219,1219,MasterCard,2204.22,3330.81,166.54,9/7/2023,9/3/2023,8203
1220,1220,AMEX,4050.51,488.43,24.42,11/12/2023,6/29/2023,5489
1221,1221,MasterCard,7243.7,4238.81,211.94,10/7/2023,9/26/2023,7127
1222,1222,VISA,3367.96,4327.99,216.4,8/6/2023,8/16/2023,3017
1223,1223,MasterCard,7326.21,814.88,40.74,11/21/2023,1/29/2023,5223
1224,1224,MasterCard,7888.02,3174.14,158.71,12/26/2023,4/19/2023,23
1225,1234-5678-9012-1225,AMEX,4043.8,3451.79,172.59,4/22/2023,3/28/2023,251
1226,1226,AMEX,1519.17,868.92,43.45,8/19/2023,7/5/2023,4975
1227,1227,MasterCard,7460.28,1873.93,93.7,8/3/2023,6/5/2023,5716
1228,1234-5678-9012-1228,MasterCard,2249.96,3461.33,173.07,10/8/2023,4/15/2023,5869
1229,1229,MasterCard,3465.59,3365.26,168.26,11/26/2023,6/8/2023,8533
1230,1230,AMEX,6324.31,4193.39,209.67,9/27/2023,6/24/2023,1665
1231,1231,MasterCard,9275.76,662.6,33.13,8/21/2023,7/12/2023,6883
1232,1232,Visa,7796.72,1614.28,80.71,9/13/2023,1/30/2023,3635
1233,1233,AMEX,3423.02,3764.24,188.21,11/18/2023,4/12/2023,9625
1234,1234,AMEX,8315.01,1243.71,62.19,5/6/2023,11/6/2023,4422
1235,1235,mastercard,4688.18,2685.45,134.27,6/12/2023,3/27/2023,857
1236,1236,MasterCard,2297.41,686.39,34.32,6/18/2023,11/16/2023,6362
1237,1237,MasterCard,3784.8,785.18,39.26,6/8/2023,1/12/2023,7561
1238,1238,Visa,8396.28,1279.86,63.99,8/23/2023,5/27/2023,5782
1239,1239,MasterCard,4338.49,1469.85,73.49,2/21/2023,10/19/2023,1301
1240,1240,AMEX,4419.57,208.91,10.45,6/20/2023,4/25/2023,4553
1241,1241,AMEX,9787.71,4279.26,213.96,1/21/2023,5/22/2023,3639
1242,1242,MasterCard,5646.32,219.64,10.98,6/4/2023,5/12/2023,3256
1243,1243,AMEX,5471.24,3813.94,190.7,2/15/2023,5/13/2023,8465
1244,1244,Visa,7569.11,1434.92,71.75,10/13/2023,10/25/2023,5877
1245,1245,Visa,9655.27,1992.09,99.6,2/12/2023,12/29/2023,8099
1246,1234-5678-9012-1246,Visa,9903.79,2889.83,144.49,7/8/2023,11/12/2023,5102
1247,1247,MasterCard,8022.16,1123.64,56.18,9/15/2023,2/6/2023,168
1248,1248,AMEX,8843.38,383.63,19.18,1/13/2023,1/31/2023,8333
1249,1234-5678-9012-1249,AMEX,9165.83,4785.56,239.28,9/13/2023,11/9/2023,1872
1250,1250,AMEX,7704.94,4141.34,207.07,2/2/2023,8/30/2023,3122
1251,1251,AMEX,6079.95,3796.88,189.84,10/18/2023,2/12/2023,2350
1252,1234-5678-9012-1252,MasterCard,3250.84,2672.5,133.62,5/13/2023,7/21/2023,6484
1253,1253,AMEX,7558.57,3188.21,159.41,2/26/2023,11/7/2023,5139
1254,1254,MasterCard,5516.44,4321.81,216.09,12/17/2023,3/30/2023,6617
1255,1255,AMEX,9254.59,1944.37,97.22,2/6/2023,12/6/2023,6185
1256,1256,Visa,1012.33,522.93,26.15,3/27/2023,9/22/2023,2264
1257,1257,MasterCard,9282.01,4204.81,210.24,8/17/2023,11/28/2023,7304
1258,1258,mastercard,9549.61,313.71,15.69,8/3/2023,2/21/2023,7848
1259,1259,AMEX,2975.22,4592.87,229.64,10/24/2023,4/18/2023,4558
1260,1260,AMEX,8911.31,3609.65,180.48,6/9/2023,11/29/2023,1740
1261,1261,AMEX,6311.39,2227.16,111.36,3/11/2023,6/30/2023,1248
1262,1262,Visa,3640.44,3076.8,153.84,8/8/2023,12/29/2023,9921
1263,1263,Visa,7079.42,2675.18,133.76,1/4/2023,10/16/2023,4105
1264,1264,MasterCard,8177.59,2007.83,100.39,6/22/2023,1/2/2023,8281
1265,1265,MasterCard,4793.6,642.75,32.14,9/22/2023,1/23/2023,4007
1266,1266,MasterCard,6590.8,4041.69,202.08,12/15/2023,9/29/2023,3339
1267,1267,Visa,2813.58,2938.74,146.94,6/21/2023,6/25/2023,1903
1268,1268,MasterCard,1293.41,3512.68,175.63,4/21/2023,9/5/2023,1996
1269,1269,MasterCard,9419.5,1042.12,52.11,9/23/2023,12/27/2023,184
1270,1270,MasterCard,2388.17,1006.51,50.33,8/28/2023,8/2/2023,7966
1271,1271,AMEX,5623.93,4194.95,209.75,6/22/2023,5/12/2023,19
1272,1272,Visa,1766.76,2736.76,136.84,1/18/2023,3/9/2023,7144
1273,1273,MasterCard,8702.13,2264.29,113.21,11/27/2023,7/14/2023,3363
1274,1274,MasterCard,7943.34,466.32,23.32,3/11/2023,4/18/2023,5269
1275,1275,Visa,2740.69,2130.95,106.55,8/7/2023,2/8/2023,7725
1276,1276,AMEX,8324.0,3517.89,175.89,10/1/2023,4/19/2023,8851
1277,1277,MasterCard,4071.62,518.17,25.91,3/16/2023,1/22/2023,9727
1278,1278,AMEX,8552.62,145.89,7.29,11/18/2023,7/7/2023,1684
1279,1234-5678-9012-1279,MasterCard,3256.19,2765.84,138.29,6/28/2023,6/13/2023,5542
1280,1280,MasterCard,5244.25,1580.76,79.04,12/21/2023,6/26/2023,9885
1281,1281,MasterCard,3353.71,4529.93,226.5,3/23/2023,3/30/2023,7434
1282,1282,AMEX,7029.25,2962.81,148.14,2/16/2023,10/16/2023,4695
1283,1283,Visa,1489.69,1502.25,75.11,9/28/2023,3/18/2023,6903
1284,1284,Visa,6211.43,1569.54,78.48,9/3/2023,7/30/2023,3415
1285,1234-5678-9012-1285,AMEX,7636.92,645.38,32.27,1/8/2023,5/27/2023,5482
1286,1286,MasterCard,2758.55,2188.18,109.41,5/23/2023,11/23/2023,6739
1287,1287,AMEX,3132.61,342.15,17.11,12/28/2023,1/6/2023,3030
1288,1288,Visa,7531.02,2203.26,110.16,12/16/2023,10/11/2023,1436
1289,1289,Visa,4741.22,602.55,30.13,4/1/2023,12/17/2023,8572
1290,1290,Visa,6606.06,3385.87,169.29,1/6/2023,7/12/2023,7179
1291,1291,MasterCard,4840.01,3255.43,162.77,10/4/2023,7/24/2023,914
1292,1292,Visa,4769.17,4191.7,209.58,1/4/2023,7/25/2023,2207
1293,1293,AMEX,3704.9,4612.04,230.6,7/22/2023,9/27/2023,4181
1294,1294,MasterCard,6265.48,3269.5,163.48,10/4/2023,12/30/2023,1057
1295,1295,VISA,6393.97,771.43,38.57,4/15/2023,5/20/2023,4453
1296,1296,Visa,7769.65,2541.37,127.07,3/28/2023,12/17/2023,9675
1297,1297,MasterCard,5514.95,4705.92,235.3,8/13/2023,11/11/2023,5308
1298,1298,Visa,6057.25,996.38,49.82,11/29/2023,12/22/2023,5841
1299,1299,MasterCard,8628.04,1946.68,97.33,8/31/2023,3/22/2023,6764
1300,1300,mastercard,1363.31,3740.27,187.01,4/17/2023,1/8/2023,3449
1301,1301,Visa,5675.4,3816.41,190.82,7/12/2023,3/19/2023,6464
1302,1302,MasterCard,2136.27,4746.99,237.35,2/1/2023,9/23/2023,1153
1303,1303,MasterCard,7169.51,1235.84,61.79,6/11/2023,12/8/2023,6243
1304,1304,AMEX,9049.08,4291.5,214.58,8/16/2023,12/23/2023,9743
1305,1305,Visa,4821.9,262.54,13.13,8/15/2023,3/21/2023,8169
1306,1306,Visa,6722.29,728.99,36.45,12/23/2023,7/17/2023,4790
1307,1307,MasterCard,4324.96,4715.19,235.76,3/11/2023,10/31/2023,6232
1308,1308,Visa,7803.04,4403.77,220.19,12/24/2023,3/29/2023,8234
1309,1309,AMEX,6303.97,304.68,15.23,1/11/2023,9/11/2023,1107
1310,1310,AMEX,6463.81,338.14,16.91,11/13/2023,2/19/2023,4863
1311,1311,AMEX,2560.56,1759.6,87.98,8/7/2023,2/16/2023,9904
1312,1234-5678-9012-1312,AMEX,1061.53,1999.9,100.0,12/4/2023,6/6/2023,3323
1313,1313,Visa,6632.0,2339.15,116.96,11/10/2023,12/24/2023,9702
1314,1314,MasterCard,2010.27,2742.47,137.12,1/4/2023,1/9/2023,6362
1315,1315,MasterCard,2201.37,653.15,32.66,5/14/2023,8/29/2023,1856
1316,1316,AMEX,2473.07,4932.07,246.6,7/7/2023,3/7/2023,3798
1317,1317,AMEX,4599.52,4789.2,239.46,6/16/2023,8/15/2023,1209
1318,1318,AMEX,3202.51,2044.23,102.21,12/22/2023,11/21/2023,409
1319,1319,Visa,9581.81,2438.65,121.93,10/24/2023,2/23/2023,1315
1320,1320,MasterCard,7091.64,1815.74,90.79,2/25/2023,1/22/2023,3201
1321,1321,VISA,2747.87,3253.4,162.67,3/28/2023,5/23/2023,3687
1322,1322,MasterCard,8234.94,3496.53,174.83,7/2/2023,5/1/2023,2284
1323,1323,Visa,3522.65,2676.94,133.85,6/10/2023,6/5/2023,4181
1324,1324,AMEX,8198.32,4621.51,231.08,5/31/2023,2/1/2023,8305
1325,1325,AMEX,5221.32,1733.44,86.67,6/2/2023,9/29/2023,4270
1326,1326,AMEX,5319.75,1300.29,65.01,10/17/2023,2/2/2023,9623
1327,1327,MasterCard,4441.96,3278.37,163.92,6/5/2023,6/16/2023,4935
1328,1328,Visa,3221.81,812.9,40.65,12/24/2023,12/21/2023,332
1329,1329,Visa,7183.24,2886.17,144.31,6/8/2023,1/14/2023,6348
1330,1330,VISA,5530.39,1616.43,80.82,9/30/2023,10/22/2023,3400
1331,1331,MasterCard,1079.86,686.57,34.33,10/1/2023,7/18/2023,1500
1332,1332,AMEX,3894.17,1582.32,79.12,8/10/2023,1/20/2023,7922
1333,1333,VISA,7896.26,1012.71,50.64,11/4/2023,2/19/2023,8073
1334,1334,Visa,3659.06,3147.46,157.37,8/3/2023,6/16/2023,7720
1335,1234-5678-9012-1335,Visa,7166.85,258.57,12.93,3/5/2023,9/21/2023,5160
1336,1336,AMEX,2826.53,4091.68,204.58,7/3/2023,1/30/2023,613
1337,1337,AMEX,7810.26,2921.21,146.06,2/17/2023,9/4/2023,5050
1338,1338,MasterCard,4849.47,4285.36,214.27,2/15/2023,12/6/2023,8166
1339,1339,Visa,1071.71,801.36,40.07,3/29/2023,8/19/2023,1911
1340,1340,MasterCard,6846.75,2361.14,118.06,1/14/2023,5/28/2023,1059
1341,1341,Visa,6186.46,3339.71,166.99,9/25/2023,1/28/2023,8416
1342,1342,mastercard,6130.19,729.14,36.46,5/17/2023,11/22/2023,2749
1343,1343,Visa,9567.03,69.73,3.49,9/21/2023,5/31/2023,8706
1344,1344,MasterCard,4365.03,4715.07,235.75,5/9/2023,3/14/2023,9704
1345,1345,Visa,9104.7,3903.75,195.19,7/23/2023,2/8/2023,7601
1346,1346,AMEX,1020.5,3911.04,195.55,9/23/2023,10/17/2023,7411
1347,1347,AMEX,9664.28,4602.61,230.13,11/21/2023,5/30/2023,5106
1348,1348,MasterCard,5966.34,2890.61,144.53,12/8/2023,3/29/2023,7779
1349,1349,Visa,5586.58,3207.79,160.39,10/5/2023,11/9/2023,6907
1350,1350,AMEX,9022.15,1044.91,52.25,10/19/2023,6/24/2023,4985
1351,1351,AMEX,6725.5,2351.91,117.6,11/26/2023,1/18/2023,2619
1352,1352,Visa,5693.91,787.96,39.4,9/12/2023,9/21/2023,5109
1353,1234-5678-9012-1353,Visa,4458.92,494.25,24.71,3/20/2023,11/13/2023,3166
1354,1354,AMEX,6932.66,1276.63,63.83,12/16/2023,5/2/2023,9034
1355,1355,AMEX,1478.2,2297.57,114.88,8/23/2023,7/19/2023,315
1356,1234-5678-9012-1356,AMEX,3230.41,3191.22,159.56,9/6/2023,2/12/2023,9681
1357,1234-5678-9012-1357,AMEX,1907.6,2521.64,126.08,8/26/2023,4/3/2023,255
1358,1358,Visa,5550.17,4472.27,223.61,7/9/2023,5/25/2023,9313
1359,1359,MasterCard,1867.84,1634.2,81.71,12/3/2023,11/24/2023,9726
1360,1360,Visa,8302.15,4234.06,211.7,3/9/2023,9/2/2023,1509
1361,1361,MasterCard,3621.87,2178.6,108.93,1/10/2023,10/5/2023,9609
1362,1362,VISA,6602.03,690.14,34.51,12/29/2023,9/30/2023,80
1363,1363,Visa,4004.07,4329.2,216.46,9/18/2023,9/7/2023,7339
1364,1364,MasterCard,7294.78,2446.54,122.33,7/4/2023,3/9/2023,6338
1365,1365,AMEX,4183.2,700.15,35.01,4/27/2023,5/28/2023,4013
1366,1366,mastercard,4413.87,940.79,47.04,1/29/2023,6/23/2023,583
1367,1367,Visa,5320.64,360.9,18.04,8/17/2023,1/31/2023,1115
1368,1368,MasterCard,3912.19,3221.11,161.06,11/22/2023,9/16/2023,4208
1369,1369,AMEX,2534.67,1815.75,90.79,6/24/2023,1/22/2023,1719
1370,1370,Visa,4932.53,4832.09,241.6,9/2/2023,5/6/2023,2498
1371,1371,Visa,6972.09,2692.17,134.61,5/25/2023,6/30/2023,8200
1372,1372,Visa,3935.36,1227.24,61.36,8/19/2023,2/23/2023,974
1373,1373,AMEX,8286.68,2944.5,147.22,9/10/2023,1/27/2023,2290
1374,1374,Visa,8386.74,4883.54,244.18,4/5/2023,10/14/2023,2963
1375,1375,Visa,2877.71,115.66,5.78,8/13/2023,6/16/2023,5434
1376,1376,AMEX,3429.35,849.19,42.46,2/2/2023,2/26/2023,3105
1377,1377,MasterCard,1020.85,4640.78,232.04,7/28/2023,11/19/2023,2872
1378,1378,Visa,4174.43,122.79,6.14,2/25/2023,4/13/2023,1064
1379,1379,Visa,9215.18,4816.74,240.84,9/12/2023,11/14/2023,3452
1380,1380,Visa,8041.02,3139.12,156.96,10/31/2023,12/13/2023,6906
1381,1381,VISA,9644.16,1158.37,57.92,4/4/2023,10/16/2023,7642
1382,1382,AMEX,2928.09,448.42,22.42,5/19/2023,3/1/2023,233
1383,1383,mastercard,6150.72,520.67,26.03,7/6/2023,5/28/2023,9462
1384,1384,AMEX,4282.47,4188.76,209.44,5/10/2023,5/16/2023,3578
1385,1234-5678-9012-1385,VISA,6542.91,4107.15,205.36,7/26/2023,3/17/2023,574
1386,1386,MasterCard,7696.77,4169.32,208.47,7/24/2023,5/21/2023,7993
1387,1387,Visa,1854.48,4803.22,240.16,10/17/2023,9/3/2023,4823
1388,1388,AMEX,1790.35,1952.96,97.65,3/8/2023,1/30/2023,5042
1389,1234-5678-9012-1389,Visa,1979.23,4579.2,228.96,6/13/2023,2/18/2023,6193
1390,1390,AMEX,3527.27,807.52,40.38,2/7/2023,7/5/2023,7932
1391,1391,AMEX,7702.68,4696.0,234.8,8/12/2023,10/29/2023,163
1392,1392,Visa,6747.29,1218.26,60.91,5/20/2023,1/2/2023,9351
1393,1393,MasterCard,3702.78,2040.03,102.0,5/15/2023,10/10/2023,7148
1394,1394,Visa,8704.46,2576.78,128.84,7/28/2023,5/15/2023,6779
1395,1395,MasterCard,7557.61,4015.91,200.8,6/29/2023,6/27/2023,9178
1396,1396,AMEX,9755.52,1946.42,97.32,6/26/2023,8/7/2023,9785
1397,1397,Visa,7170.72,1707.8,85.39,6/1/2023,11/5/2023,3741
1398,1398,Visa,7454.79,4913.89,245.69,7/6/2023,3/15/2023,498
1399,1399,MasterCard,8410.37,372.91,18.65,11/26/2023,10/24/2023,3658
1400,1400,MasterCard,9329.14,127.95,6.4,5/22/2023,5/20/2023,9908
1401,1234-5678-9012-1401,AMEX,3496.15,283.46,14.17,1/16/2023,11/8/2023,5497
1402,1402,MasterCard,6813.4,4570.96,228.55,1/6/2023,3/18/2023,5196
1403,1403,MasterCard,4710.76,1163.92,58.2,8/17/2023,4/30/2023,3830
1404,1404,MasterCard,3065.18,218.48,10.92,6/2/2023,1/21/2023,3191
1405,1405,Visa,2729.1,3643.82,182.19,5/1/2023,11/25/2023,5901
